"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Duration","Growth Habit"
"AMTET","","AMTET","Amsinckia tessellata var. tessellata","Annual","Forb/herb"
"AMSON","","AMSON","Amsonia","",""
"AMFU","","AMFU","Amsonia fugatei","Perennial","Forb/herb"
"AMJO","","AMJO","Amsonia jonesii","Perennial","Forb/herb"
"AMLO","","AMLO","Amsonia longiflora","Perennial","Forb/herb"
"AMLOL","","AMLOL","Amsonia longiflora var. longiflora","Perennial","Forb/herb"
"AMLOS","","AMLOS","Amsonia longiflora var. salpignantha","Perennial","Forb/herb"
"AMPA5","","AMPA5","Amsonia palmeri","Perennial","Forb/herb"
"AMTH","","AMTH","Amsonia tharpii","Perennial","Subshrub, Forb/herb"
"AMTO2","","AMTO2","Amsonia tomentosa","Perennial","Forb/herb"
"AMTOS","","AMTOS","Amsonia tomentosa var. stenophylla","Perennial","Forb/herb"
"AMTOT","","AMTOT","Amsonia tomentosa var. tomentosa","Perennial","Forb/herb"
"ANAGA","","ANAGA","Anagallis","",""
"ANAR","","ANAR","Anagallis arvensis","Annual, Biennial","Forb/herb"
"ANARA7","","ANARA7","Anagallis arvensis ssp. arvensis","Annual, Biennial","Forb/herb"
"ANMI4","","ANMI4","Anagallis minima","Annual","Forb/herb"
"ANAPH","","ANAPH","Anaphalis","",""
"ANMA","","ANMA","Anaphalis margaritacea","Perennial","Forb/herb"
"ANCHU","","ANCHU","Anchusa","",""
"ANAR16","","ANAR16","Anchusa arvensis","Annual","Forb/herb"
"ANAZ","","ANAZ","Anchusa azurea","Perennial","Forb/herb"
"ANOF","","ANOF","Anchusa officinalis","Biennial, Perennial","Forb/herb"
"ANCIS2","","ANCIS2","Ancistrocarphus","",""
"ANFI3","","ANFI3","Ancistrocarphus filagineus","Annual","Forb/herb"
"ANDRO","","ANDRO","Andromeda","",""
"ANPO","","ANPO","Andromeda polifolia","Perennial","Subshrub, Shrub"
"ANPOP","","ANPOP","Andromeda polifolia var. polifolia","Perennial","Subshrub, Shrub"
"ANDRO2","","ANDRO2","Andropogon","",""
"ANGE","","ANGE","Andropogon gerardii","Perennial","Graminoid"
"ANGL2","","ANGL2","Andropogon glomeratus","Perennial","Graminoid"
"ANGLP","","ANGLP","Andropogon glomeratus var. pumilus","Perennial","Graminoid"
"ANGLS","","ANGLS","Andropogon glomeratus var. scabriglumis","Perennial","Graminoid"
"ANHA","","ANHA","Andropogon hallii","Perennial","Graminoid"
"ANDRO3","","ANDRO3","Androsace","",""
"ANCH","","ANCH","Androsace chamaejasme","Perennial","Forb/herb"
"ANCHC","","ANCHC","Androsace chamaejasme ssp. carinata","Perennial","Forb/herb"
"ANCHL","","ANCHL","Androsace chamaejasme ssp. lehmanniana","Perennial","Forb/herb"
"ANFI","","ANFI","Androsace filiformis","Annual","Forb/herb"
"ANOC2","","ANOC2","Androsace occidentalis","Annual","Forb/herb"
"ANSE4","","ANSE4","Androsace septentrionalis","Annual, Perennial","Forb/herb"
"ANSEG2","","ANSEG2","Androsace septentrionalis ssp. glandulosa","Annual, Perennial","Forb/herb"
"ANSEP2","","ANSEP2","Androsace septentrionalis ssp. puberulenta","Annual, Perennial","Forb/herb"
"ANSES3","","ANSES3","Androsace septentrionalis ssp. septentrionalis","Annual, Perennial","Forb/herb"
"ANSES4","","ANSES4","Androsace septentrionalis ssp. subulifera","Annual, Perennial","Forb/herb"
"ANSES5","","ANSES5","Androsace septentrionalis ssp. subumbellata","Annual, Perennial","Forb/herb"
"ANDRO4","","ANDRO4","Androstephium","",""
"ANBR4","","ANBR4","Androstephium breviflorum","Perennial","Forb/herb"
"ANELS","","ANELS","Anelsonia","",""
"ANEU","","ANEU","Anelsonia eurycarpa","Perennial","Forb/herb"
"ANEMO","","ANEMO","Anemone","",""
"ANCA8","","ANCA8","Anemone canadensis","Perennial","Forb/herb"
"ANCY","","ANCY","Anemone cylindrica","Perennial","Forb/herb"
"ANDR","","ANDR","Anemone drummondii","Perennial","Forb/herb"
"ANDRD","","ANDRD","Anemone drummondii ssp. drummondii","Perennial","Forb/herb"
"ANED2","","ANED2","Anemone edwardsiana","Perennial","Forb/herb"
"ANEDE","","ANEDE","Anemone edwardsiana var. edwardsiana","Perennial","Forb/herb"
"ANLI4","","ANLI4","Anemone lithophila","Perennial","Forb/herb"
"ANMU","","ANMU","Anemone multifida","Perennial","Forb/herb"
"ANMUM3","","ANMUM3","Anemone multifida var. multifida","Perennial","Forb/herb"
"ANMUS","","ANMUS","Anemone multifida var. saxicola","Perennial","Forb/herb"
"ANMUT","","ANMUT","Anemone multifida var. tetonensis","Perennial","Forb/herb"
"ANPA","","ANPA","Anemone parviflora","Perennial","Forb/herb"
"ANPAP2","","ANPAP2","Anemone parviflora var. parviflora","Perennial","Forb/herb"
"ANPI","","ANPI","Anemone piperi","Perennial","Forb/herb"
"ANTU","","ANTU","Anemone tuberosa","Perennial","Forb/herb"
"ANTUT","","ANTUT","Anemone tuberosa var. texana","Perennial","Forb/herb"
"ANTUT2","","ANTUT2","Anemone tuberosa var. tuberosa","Perennial","Forb/herb"
"ANEMO3","","ANEMO3","Anemopsis","",""
"ANCA10","","ANCA10","Anemopsis californica","Perennial","Forb/herb"
"ANGEL","","ANGEL","Angelica","",""
"ANAM","","ANAM","Angelica ampla","Perennial","Forb/herb"
"ANAR3","","ANAR3","Angelica arguta","Perennial","Forb/herb"
"ANDA","","ANDA","Angelica dawsonii","Perennial","Forb/herb"
"ANGR3","","ANGR3","Angelica grayi","Perennial","Forb/herb"
"ANKI","","ANKI","Angelica kingii","Perennial","Forb/herb"
"ANPI2","","ANPI2","Angelica pinnata","Perennial","Forb/herb"
"ANRO","","ANRO","Angelica roseana","Perennial","Forb/herb"
"ANISA","","ANISA","Anisacanthus","",""
"ANTH2","","ANTH2","Anisacanthus thurberi","Perennial","Shrub"
"ANODA","","ANODA","Anoda","",""
"ANCR2","","ANCR2","Anoda cristata","Annual","Forb/herb"
"ANLA4","","ANLA4","Anoda lanceolata","Annual","Subshrub, Forb/herb"
"ANPE4","","ANPE4","Anoda pentaschista","Annual","Forb/herb"
"ANTEN","","ANTEN","Antennaria","",""
"ANAN2","","ANAN2","Antennaria anaphaloides","Perennial","Forb/herb"
"ANAR4","","ANAR4","Antennaria arcuata","Perennial","Forb/herb"
"ANCO","","ANCO","Antennaria corymbosa","Perennial","Forb/herb"
"ANDI2","","ANDI2","Antennaria dimorpha","Perennial","Subshrub, Forb/herb"
"ANFL2","","ANFL2","Antennaria flagellaris","Perennial","Forb/herb"
"ANHO","","ANHO","Antennaria howellii","Perennial","Forb/herb"
"ANHOH","","ANHOH","Antennaria howellii ssp. howellii","Perennial","Forb/herb"
"ANHON","","ANHON","Antennaria howellii ssp. neodioica","Perennial","Forb/herb"
"ANLA3","","ANLA3","Antennaria lanata","Perennial","Forb/herb"
"ANLU2","","ANLU2","Antennaria luzuloides","Perennial","Subshrub, Forb/herb"
"ANLUL","","ANLUL","Antennaria luzuloides ssp. luzuloides","Perennial","Forb/herb, Subshrub"
"ANMA5","","ANMA5","Antennaria marginata","Perennial","Forb/herb"
"ANME2","","ANME2","Antennaria media","Perennial","Forb/herb"
"ANMI3","","ANMI3","Antennaria microphylla","Perennial","Forb/herb"
"ANPA9","","ANPA9","Antennaria parlinii","Perennial","Forb/herb"
"ANPAF","","ANPAF","Antennaria parlinii ssp. fallax","Perennial","Forb/herb"
"ANPA4","","ANPA4","Antennaria parvifolia","Perennial","Forb/herb"
"ANPU","","ANPU","Antennaria pulcherrima","Perennial","Forb/herb"
"ANPUP","","ANPUP","Antennaria pulcherrima ssp. pulcherrima","Perennial","Forb/herb"
"ANRA","","ANRA","Antennaria racemosa","Perennial","Forb/herb"
"ANRO2","","ANRO2","Antennaria rosea","Perennial","Forb/herb"
"ANROA","","ANROA","Antennaria rosea ssp. arida","Perennial","Forb/herb"
"ANROC","","ANROC","Antennaria rosea ssp. confinis","Perennial","Forb/herb"
"ANROP","","ANROP","Antennaria rosea ssp. pulvinata","Perennial","Forb/herb"
"ANROR","","ANROR","Antennaria rosea ssp. rosea","Perennial","Forb/herb"
"ANRO3","","ANRO3","Antennaria rosulata","Perennial","Forb/herb"
"ANST2","","ANST2","Antennaria stenophylla","Perennial","Forb/herb"
"ANUM","","ANUM","Antennaria umbrinella","Perennial","Forb/herb"
"ANTHE","","ANTHE","Anthemis","",""
"ANAR6","","ANAR6","Anthemis arvensis","Annual","Forb/herb"
"ANCO2","","ANCO2","Anthemis cotula","Annual","Forb/herb"
"ANTI","","ANTI","Anthemis tinctoria","Perennial","Forb/herb"
"ANTHE4","","ANTHE4","Antheropeas","",""
"ANLA7","","ANLA7","Antheropeas lanosum","Annual","Forb/herb"
"ANTHO","","ANTHO","Anthoxanthum","",""
"ANOD","","ANOD","Anthoxanthum odoratum","Perennial","Graminoid"
"ANODO2","","ANODO2","Anthoxanthum odoratum ssp. odoratum","Perennial","Graminoid"
"ANTHR","","ANTHR","Anthriscus","",""
"ANCA14","","ANCA14","Anthriscus caucalis","Annual","Forb/herb"
"ANSY","","ANSY","Anthriscus sylvestris","Annual, Biennial","Forb/herb"
"ANTIP","","ANTIP","Antiphytum","",""
"ANFL3","","ANFL3","Antiphytum floribundum","Biennial, Perennial","Forb/herb"
"ANULO","","ANULO","Anulocaulis","",""
"ANLE5","","ANLE5","Anulocaulis leiosolenus","Perennial","Forb/herb"
"ANLEG","","ANLEG","Anulocaulis leiosolenus var. gypsogenus","Perennial","Forb/herb"
"ANLEH","","ANLEH","Anulocaulis leiosolenus var. howardii","Perennial","Forb/herb"
"ANLEL2","","ANLEL2","Anulocaulis leiosolenus var. leiosolenus","Perennial","Forb/herb"
"APACH","","APACH","Apacheria","",""
"APCH","","APCH","Apacheria chiricahuensis","Perennial","Subshrub, Shrub"
"APERA","","APERA","Apera","",""
"APIN","","APIN","Apera interrupta","Annual","Graminoid"
"APSP","","APSP","Apera spica-venti","Annual","Graminoid"
"APHAN4","","APHAN4","Aphanes","",""
"APAR2","","APAR2","Aphanes arvensis","Annual","Forb/herb"
"APHAN3","","APHAN3","Aphanostephus","",""
"APPI","","APPI","Aphanostephus pilosus","Annual","Forb/herb"
"APRA","","APRA","Aphanostephus ramosissimus","Annual","Forb/herb"
"APRAH","","APRAH","Aphanostephus ramosissimus var. humilis","Annual","Forb/herb"
"APRAR","","APRAR","Aphanostephus ramosissimus var. ramosissimus","Annual","Forb/herb"
"APRI","","APRI","Aphanostephus riddellii","Perennial","Subshrub, Forb/herb"
"APSK","","APSK","Aphanostephus skirrhobasis","Annual","Forb/herb"
"APSKS","","APSKS","Aphanostephus skirrhobasis var. skirrhobasis","Annual","Forb/herb"
"APIUM","","APIUM","Apium","",""
"APGR2","","APGR2","Apium graveolens","Perennial","Forb/herb"
"APGRD","","APGRD","Apium graveolens var. dulce","Perennial","Forb/herb"
"APOCY","","APOCY","Apocynum","",""
"APAN2","","APAN2","Apocynum androsaemifolium","Perennial","Forb/herb"
"APCA","","APCA","Apocynum cannabinum","Perennial","Forb/herb"
"APFL","","APFL","Apocynum ×floribundum","Perennial","Forb/herb"
"APODA","","APODA","Apodanthera","",""
"APUN","","APUN","Apodanthera undulata","Perennial","Vine, Forb/herb"
"AQUIL","","AQUIL","Aquilegia","",""
"AQCH","","AQCH","Aquilegia chrysantha","Perennial","Forb/herb"
"AQCHC","","AQCHC","Aquilegia chrysantha var. chaplinei","Perennial","Forb/herb"
"AQCHC2","","AQCHC2","Aquilegia chrysantha var. chrysantha","Perennial","Forb/herb"
"AQCHR","","AQCHR","Aquilegia chrysantha var. rydbergii","Perennial","Forb/herb"
"AQCO","","AQCO","Aquilegia coerulea","Perennial","Forb/herb"
"AQCOC","","AQCOC","Aquilegia coerulea var. coerulea","Perennial","Forb/herb"
"AQCOO","","AQCOO","Aquilegia coerulea var. ochroleuca","Perennial","Forb/herb"
"AQDE","","AQDE","Aquilegia desertorum","Perennial","Forb/herb"
"AQEL","","AQEL","Aquilegia elegantula","Perennial","Forb/herb"
"AQFL","","AQFL","Aquilegia flavescens","Perennial","Forb/herb"
"AQFLF","","AQFLF","Aquilegia flavescens var. flavescens","Perennial","Forb/herb"
"AQFLM","","AQFLM","Aquilegia flavescens var. miniata","Perennial","Forb/herb"
"AQFO","","AQFO","Aquilegia formosa","Perennial","Forb/herb"
"AQTR","","AQTR","Aquilegia triternata","Perennial","Forb/herb"
"ARABI","","ARABI","Arabidopsis","",""
"ARTH","","ARTH","Arabidopsis thaliana","Annual","Forb/herb"
"ARABI2","","ARABI2","Arabis","",""
"ARCO","","ARCO","Arabis cobrensis","Perennial","Forb/herb"
"ARCR","","ARCR","Arabis crucisetosa","Perennial","Forb/herb"
"ARCU","","ARCU","Arabis cusickii","Perennial","Subshrub, Forb/herb"
"ARDI2","","ARDI2","Arabis ×divaricarpa","Biennial, Perennial","Forb/herb"
"ARDR","","ARDR","Arabis drummondii","Biennial, Perennial","Forb/herb"
"ARES5","","ARES5","Arabis eschscholtziana","Annual, Biennial, Perennial","Forb/herb"
"ARFE","","ARFE","Arabis fendleri","Perennial","Subshrub, Forb/herb"
"ARFEF","","ARFEF","Arabis fendleri var. fendleri","Perennial","Subshrub, Forb/herb"
"ARFES","","ARFES","Arabis fendleri var. spatifolia","Perennial","Subshrub, Forb/herb"
"ARGL","","ARGL","Arabis glabra","Annual, Biennial, Perennial","Forb/herb"
"ARHI","","ARHI","Arabis hirsuta","Annual, Biennial, Perennial","Forb/herb"
"ARHIG","","ARHIG","Arabis hirsuta var. glabrata","Annual, Biennial, Perennial","Forb/herb"
"ARHIP","","ARHIP","Arabis hirsuta var. pycnocarpa","Annual, Biennial, Perennial","Forb/herb"
"ARHO2","","ARHO2","Arabis holboellii","Biennial, Perennial","Forb/herb"
"ARHOC","","ARHOC","Arabis holboellii var. collinsii","Biennial, Perennial","Forb/herb"
"ARHOP2","","ARHOP2","Arabis holboellii var. pendulocarpa","Biennial, Perennial","Forb/herb"
"ARHOP3","","ARHOP3","Arabis holboellii var. pinetorum","Biennial, Perennial","Forb/herb"
"ARHOR","","ARHOR","Arabis holboellii var. retrofracta","Biennial, Perennial","Forb/herb"
"ARLA10","","ARLA10","Arabis lasiocarpa","Perennial","Forb/herb"
"ARLE","","ARLE","Arabis lemmonii","Perennial","Subshrub, Forb/herb"
"ARLEL","","ARLEL","Arabis lemmonii var. lemmonii","Perennial","Subshrub, Forb/herb"
"ARLI","","ARLI","Arabis lignifera","Perennial","Forb/herb"
"ARLY","","ARLY","Arabis lyallii","Perennial","Forb/herb"
"ARLYL","","ARLYL","Arabis lyallii var. lyallii","Perennial","Forb/herb"
"ARLYN","","ARLYN","Arabis lyallii var. nubigena","Perennial","Forb/herb"
"ARMI","","ARMI","Arabis microphylla","Perennial","Subshrub, Forb/herb"
"ARMIM","","ARMIM","Arabis microphylla var. macounii","Perennial","Subshrub, Forb/herb"
"ARMIM2","","ARMIM2","Arabis microphylla var. microphylla","Perennial","Subshrub, Forb/herb"
"ARNU","","ARNU","Arabis nuttallii","Perennial","Forb/herb"
"ARPA35","","ARPA35","Arabis pallidifolia","Perennial","Forb/herb"
"ARPE2","","ARPE2","Arabis perennans","Perennial","Subshrub, Forb/herb"
"ARPL","","ARPL","Arabis platysperma","Perennial","Subshrub, Forb/herb"
"ARPLH2","","ARPLH2","Arabis platysperma var. howellii","Perennial","Subshrub, Forb/herb"
"ARPU","","ARPU","Arabis puberula","Biennial, Perennial","Forb/herb"
"ARPU2","","ARPU2","Arabis pulchra","Perennial","Subshrub, Forb/herb"
"ARPUP","","ARPUP","Arabis pulchra var. pallens","Perennial","Subshrub, Forb/herb"
"ARSE","","ARSE","Arabis selbyi","Perennial","Forb/herb"
"ARSP","","ARSP","Arabis sparsiflora","Biennial, Perennial","Subshrub, Forb/herb"
"ARSPS2","","ARSPS2","Arabis sparsiflora var. sparsiflora","Biennial, Perennial","Subshrub, Forb/herb"
"ARSPS","","ARSPS","Arabis sparsiflora var. subvillosa","Biennial, Perennial","Subshrub, Forb/herb"
"ARSU2","","ARSU2","Arabis suffrutescens","Perennial","Subshrub, Forb/herb"
"ARSUS","","ARSUS","Arabis suffrutescens var. suffrutescens","Perennial","Subshrub, Forb/herb"
"ARWI","","ARWI","Arabis williamsii","Biennial, Perennial","Forb/herb"
"ARWIS","","ARWIS","Arabis williamsii var. saximontana","Biennial, Perennial","Forb/herb"
"ARALI","","ARALI","Aralia","",""
"ARHU","","ARHU","Aralia humilis","Perennial","Shrub"
"ARNU2","","ARNU2","Aralia nudicaulis","Perennial","Subshrub, Forb/herb"
"ARRA","","ARRA","Aralia racemosa","Perennial","Subshrub, Forb/herb"
"ARRAB2","","ARRAB2","Aralia racemosa ssp. bicrenata","Perennial","Subshrub, Forb/herb"
"ARBUT","","ARBUT","Arbutus","",""
"ARAR2","","ARAR2","Arbutus arizonica","Perennial","Tree"
"ARXA80","","ARXA80","Arbutus xalapensis","Perennial","Tree"
"ARCEU","","ARCEU","Arceuthobium","",""
"ARAB4","","ARAB4","Arceuthobium abietinum","Perennial","Subshrub, Shrub"
"ARABA","","ARABA","Arceuthobium abietinum ssp. abietinum","Perennial","Subshrub, Shrub"
"ARAM","","ARAM","Arceuthobium americanum","Perennial","Subshrub, Shrub"
"ARAP2","","ARAP2","Arceuthobium apachecum","Perennial","Subshrub, Shrub"
"ARCA3","","ARCA3","Arceuthobium campylopodum","Perennial","Subshrub, Shrub"
"ARCY2","","ARCY2","Arceuthobium cyanocarpum","Perennial","Subshrub, Shrub"
"ARDI3","","ARDI3","Arceuthobium divaricatum","Perennial","Subshrub, Shrub"
"ARDO","","ARDO","Arceuthobium douglasii","Perennial","Subshrub, Shrub"
"ARGI2","","ARGI2","Arceuthobium gillii","Perennial","Subshrub, Shrub"
"ARLA11","","ARLA11","Arceuthobium laricis","Perennial","Subshrub, Shrub"
"ARMI8","","ARMI8","Arceuthobium microcarpum","Perennial","Subshrub, Shrub"
"ARVA","","ARVA","Arceuthobium vaginatum","Perennial","Subshrub, Shrub"
"ARVAC","","ARVAC","Arceuthobium vaginatum ssp. cryptopodum","Perennial","Subshrub, Shrub"
"ARCTI","","ARCTI","Arctium","",""
"ARLA3","","ARLA3","Arctium lappa","Biennial","Forb/herb"
"ARMI2","","ARMI2","Arctium minus","Biennial","Forb/herb"
"ARCTO3","","ARCTO3","Arctostaphylos","",""
"ARPA6","","ARPA6","Arctostaphylos patula","Perennial","Shrub"
"ARPU5","","ARPU5","Arctostaphylos pungens","Perennial","Shrub, Subshrub"
"ARUV","","ARUV","Arctostaphylos uva-ursi","Perennial","Subshrub, Shrub"
"ARENA","","ARENA","Arenaria","",""
"ARAC2","","ARAC2","Arenaria aculeata","Perennial","Subshrub, Forb/herb"
"ARBE","","ARBE","Arenaria benthamii","Annual","Forb/herb"
"ARCA7","","ARCA7","Arenaria capillaris","Perennial","Subshrub, Forb/herb"
"ARCAA","","ARCAA","Arenaria capillaris ssp. americana","Perennial","Subshrub, Forb/herb"
"ARCO5","","ARCO5","Arenaria congesta","Perennial","Subshrub, Forb/herb"
"ARCOC","","ARCOC","Arenaria congesta var. cephaloidea","Perennial","Subshrub, Forb/herb"
"ARCOC4","","ARCOC4","Arenaria congesta var. congesta","Perennial","Subshrub, Forb/herb"
"ARCOG","","ARCOG","Arenaria congesta var. glandulifera","Perennial","Subshrub, Forb/herb"
"ARCOL","","ARCOL","Arenaria congesta var. lithophila","Perennial","Subshrub, Forb/herb"
"ARCOS2","","ARCOS2","Arenaria congesta var. subcongesta","Perennial","Subshrub, Forb/herb"
"AREA","","AREA","Arenaria eastwoodiae","Perennial","Subshrub, Forb/herb"
"AREAA","","AREAA","Arenaria eastwoodiae var. adenophora","Perennial","Subshrub, Forb/herb"
"AREAE","","AREAE","Arenaria eastwoodiae var. eastwoodiae","Perennial","Subshrub, Forb/herb"
"ARFE3","","ARFE3","Arenaria fendleri","Perennial","Forb/herb"
"ARFEB","","ARFEB","Arenaria fendleri var. brevifolia","Perennial","Forb/herb"
"ARFEF3","","ARFEF3","Arenaria fendleri var. fendleri","Perennial","Forb/herb"
"ARFET3","","ARFET3","Arenaria fendleri var. tweedyi","Perennial","Forb/herb"
"ARFR","","ARFR","Arenaria franklinii","Perennial","Subshrub, Forb/herb"
"ARFRF2","","ARFRF2","Arenaria franklinii var. franklinii","Perennial","Subshrub, Forb/herb"
"ARHO4","","ARHO4","Arenaria hookeri","Perennial","Subshrub, Forb/herb"
"ARHOH3","","ARHOH3","Arenaria hookeri ssp. hookeri","Perennial","Subshrub, Forb/herb"
"ARKI","","ARKI","Arenaria kingii","Perennial","Subshrub, Forb/herb"
"ARKIC","","ARKIC","Arenaria kingii ssp. compacta","Perennial","Subshrub, Forb/herb"
"ARKIU2","","ARKIU2","Arenaria kingii ssp. uintahensis","Perennial","Subshrub, Forb/herb"
"ARLA4","","ARLA4","Arenaria lanuginosa","Perennial","Forb/herb"
"ARLAS","","ARLAS","Arenaria lanuginosa ssp. saxosa","Perennial","Forb/herb"
"ARSE2","","ARSE2","Arenaria serpyllifolia","Annual","Forb/herb"
"ARGEM","","ARGEM","Argemone","",""
"ARAE","","ARAE","Argemone aenea","Annual, Biennial, Perennial","Forb/herb"
"ARHI4","","ARHI4","Argemone hispida","Perennial","Forb/herb"
"ARMU","","ARMU","Argemone munita","Annual, Perennial","Forb/herb"
"ARMUR","","ARMUR","Argemone munita ssp. rotundata","Annual, Perennial","Forb/herb"
"ARPL3","","ARPL3","Argemone pleiacantha","Perennial","Forb/herb"
"ARPLP","","ARPLP","Argemone pleiacantha ssp. pinnatisecta","Perennial","Forb/herb"
"ARPLP3","","ARPLP3","Argemone pleiacantha ssp. pleiacantha","Perennial","Forb/herb"
"ARPO2","","ARPO2","Argemone polyanthemos","Annual, Biennial, Perennial","Forb/herb"
"ARSQ","","ARSQ","Argemone squarrosa","Perennial","Forb/herb"
"ARSQG","","ARSQG","Argemone squarrosa ssp. glabrata","Perennial","Forb/herb"
"ARSQS","","ARSQS","Argemone squarrosa ssp. squarrosa","Perennial","Forb/herb"
"ARGEN","","ARGEN","Argentina","",""
"ARAN7","","ARAN7","Argentina anserina","Perennial","Forb/herb"
"ARGYR5","","ARGYR5","Argyrochosma","",""
"ARFE5","","ARFE5","Argyrochosma fendleri","Perennial","Forb/herb"
"ARIN11","","ARIN11","Argyrochosma incana","Perennial","Forb/herb"
"ARLI4","","ARLI4","Argyrochosma limitanea","Perennial","Forb/herb"
"ARLIL","","ARLIL","Argyrochosma limitanea ssp. limitanea","Perennial","Forb/herb"
"ARLIM","","ARLIM","Argyrochosma limitanea ssp. mexicana","Perennial","Forb/herb"
"ARMI6","","ARMI6","Argyrochosma microphylla","Perennial","Forb/herb"
"ARGYT","","ARGYT","Argythamnia","",""
"ARCY","","ARCY","Argythamnia cyanophylla","Perennial","Forb/herb"
"ARHU5","","ARHU5","Argythamnia humilis","Perennial","Subshrub, Forb/herb"
"ARHUH","","ARHUH","Argythamnia humilis var. humilis","Perennial","Subshrub, Forb/herb"
"ARHUL","","ARHUL","Argythamnia humilis var. laevis","Perennial","Subshrub, Forb/herb"
"ARME5","","ARME5","Argythamnia mercurialina","Perennial","Subshrub, Forb/herb"
